TIPO;NOME;DIRETORIA;DEPENDENCIA ADMINISTRATIVA;CEU;ENDERECO;NUMERO;BAIRRO;CEP;TEL1;TEL2;SITUACAO;DISTRITO;LATITUDE;LONGITUDE;CIDADE;ESTADO;DDD;EMAIL;COMPLEMENTO
0;JARDIM NOVO SANTO AMARO EMEI;SUL 2;MUNICIPAL;;MONFORTE DA BEIRA ;298;JARDIM SANTA JOSEFINA;5819060;55184099;58910287;;JARDIM SAO LUIS;;;SAO PAULO;SP;11;NULL;RUA
0;JALILE ABDALLA BUHRER PROFA EMEI;ITAPEVA;MUNICIPAL;;TAQUARITUBA ;59;VILA BOM JESUS;18400660;35221918;NULL;;ITAPEVA;;;ITAPEVA;SP;15;EMEIJALILE@ITAPEVA.SP.GOV.BR;RUA
0;ELZA DE SOUZA BARROS PROFA EMEI ;ITAPEVA;MUNICIPAL;;EPITACIO PIEDADE ;136;VILA OPHELIA;18400817;35217940;NULL;;ITAPEVA;;;ITAPEVA;SP;15;EMEIELZA@ITAPEVA.SP.GOV.BR;RUA
0;CLARO DA SILVA CENTRO MUNICIPAL DE EDUCACAO INFANTIL;VOTORANTIM;MUNICIPAL;;ESTRADA BRAZ JOAO VIEIRA;760;IPERO;18195000;32675146;NULL;;CAPELA DO ALTO;;;CAPELA DO ALTO;SP;15;CMEI.CLARODASILVA@CAPELADOALTO.SP.GOV.BR;RUA
0;JOSE DA SILVA PASSOS ESCOLA MUNICIPAL DE TEMPO INTEGRAL;RIBEIRAO PRETO;MUNICIPAL;;AVENIDA IRMAOS LASCALLA;200;VEREADOR JOAO LUIZ DE VICENTE;14340000;NULL;NULL;;BRODOSQUI;;;BRODOWSKI;SP;NULL;ESCOLATINT@HOTMAIL.COM;RUA
0;MARIA MADALENA LEITE BARBOSA FREIXEDA CEMEI;OSASCO;MUNICIPAL;;CEDRO ;121;CIDADE DAS FLORES;6184230;36087413;NULL;;OSASCO;;;OSASCO;SP;11;CEMEIMARIAMADALENA@GMAIL.COM;RUA
0;PARQUE DO AGRESTE ESCOLA MUNICIPAL;SAO ROQUE;MUNICIPAL;;RUA AMARALINA;500;PARQUE DO AGRESTE;6730000;41592121;NULL;;VARGEM GRANDE PAULISTA;;;VARGEM GRANDE PAULISTA;SP;11;PARQUEDOAGRESTE@GMAIL.COM;RUA
0;DJANIRA DA MOTA E SILVA ESCOLA DA PREFEITURA DE GUARULHOS;GUARULHOS NORTE;MUNICIPAL;;MEDITERRANEO ;324;JARDIM ALMEIDA PRADO;7133370;24922556;NULL;;GUARULHOS SUL;;;GUARULHOS;SP;11;NULL;RUA
0;MARIAZINHA REZENDE FUSARI ESCOLA DA PREFEITURA DE GUARULHOS;GUARULHOS SUL;MUNICIPAL;;ITAPARANTIM ;1321;JARDIM PRESIDENTE DUTRA;7171050;24310000;24319158;;JARDIM PRESIDENTE DUTRA;;;GUARULHOS;SP;11;NULL;RUA
0;CLEMENTINA DE JESUS ESCOLA DA PREFEITURA DE GUARULHOS;GUARULHOS NORTE;MUNICIPAL;;CRUZ DO DESCALVADO SANTA;100;JARDIM DO TRIUNFO;7175370;24364355;NULL;;GUARULHOS SUL;;;GUARULHOS;SP;11;NULL;RUA
0;JOAO BALBINO FILHO ESCOLA DA PREFEITURA DE GUARULHOS;GUARULHOS SUL;MUNICIPAL;;COTEGIPE BARAO;SN;JARDIM MUNHOZ;7033230;24226051;NULL;;GUARULHOS SUL;;;GUARULHOS;SP;11;NULL;RUA
0;FAUSTINO RAMALHO VEREADOR ESCOLA DA PREFEITURA DE GUARULHOS;GUARULHOS NORTE;MUNICIPAL;;PALMIRA ROSSI ;SN;RECREIO SAO JORGE;7144170;24923893;NULL;;GUARULHOS SUL;;;GUARULHOS;SP;11;NULL;AVENIDA
0;ERICO VERISSIMO ESCOLA DA PREFEITURA DE GUARULHOS;GUARULHOS NORTE;MUNICIPAL;;HELIO DE SOUZA ;1500;JARDIM FORTALEZA;7153640;24716757;NULL;;GUARULHOS SUL;;;GUARULHOS;SP;11;NULL;RUA
0;ELIS REGINA ESCOLA DA PREFEITURA DE GUARULHOS;GUARULHOS SUL;MUNICIPAL;;JOSE FREITAS ;173;AGUA CHATA;7251150;24805383;NULL;;GUARULHOS SUL;;;GUARULHOS;SP;11;NULL;RUA
0;EUNICE PEREIRA DE CAMARGO PROFA EMEF ;ITAPETININGA;MUNICIPAL;;RUA JOAO CASTANHO;35;JARDINS DE TATUI;18280000;32051745;NULL;;TATUI;;;TATUI;SP;15;EMEFECAMARGO@TATUI.SP.GOV.BR;RODOVIA
0;UEF JOAO ALVES DOS SANTOS DR;CAMPINAS OESTE;MUNICIPAL;;MANOEL THOMAZ ;635;VILA LUNARDI;13067230;32139823;32414142;;CAMPINAS OESTE;;;CAMPINAS;SP;19;NULL;CD EMEF JOAO ALVES DOS SANTOS
0;ORESTES BIAGI CRECHE MUNICIPAL;RIBEIRAO PRETO;MUNICIPAL;;RUA RINALDO DO BEM;85;PARQUE SAO JOSE;14150000;39877443;NULL;;SERRANA;;;SERRANA;SP;16;ORESTESBIAGI@ITELEFONICA.COM.BR;NULL
0;JOSE DO PINHO CEI;SAO JOAQUIM DA BARRA;MUNICIPAL;;RUA CLOTILDES TORRES PENEDO ;11;JARDIM PARAISO;14600000;38180911;NULL;;SAO JOAQUIM DA BARRA;;;SAO JOAQUIM DA BARRA;SP;16;DEPEDUCACAO@SAOJOAQUIMDABARRA.SP.GOV.BR;RUA
0;IZAURA MARTINHO DO NASCIMENTO ESCOLA MUNICIPAL;SAO ROQUE;MUNICIPAL;;RUA EUPIDIO DOMINGUES ;5;PARURU;18150000;32489900;996297480;;IBIUNA;;;IBIUNA;SP;15;LUCIANALCAMARGO@IG.COM.BR;RUA
0;CALIL RAHAL NETO PROFESSOR ESCOLA MUNICIPAL;SAO ROQUE;MUNICIPAL;;RUA PROJETA ;620;CAPIM AZEDO;18150000;32415917;32495917;;IBIUNA;;;IBIUNA;SP;15;ERICACRIS77@YAHOO.COM.BR;RUA
0;ANTONIO LUCAS VIEIRA ESCOLA MUNICIPAL;ITAPECERICA DA SERRA;MUNICIPAL;;RUA EMILIA JESUS ;556;JARDIM PROGRESSO;6900000;46646590;999589332;;EMBU GUACU;;;EMBU-GUACU;SP;11;PMEG.288081@EMBUGUACU.SP.GOV.BR;RUA
0;ZUMBI DOS PALMARES ESCOLA DA PREFEITURA DE GUARULHOS;GUARULHOS NORTE;MUNICIPAL;;BOM JESUS DA LAPA ;610;VILA NOVA BONSUCESSO;7175140;24370026;24382792;;GUARULHOS SUL;;;GUARULHOS;SP;11;NULL;AVENIDA
0;CARLOS ROHM ENGENHEIRO ESCOLA MUNICIPAL UNID II;MAUA;MUNICIPAL;;PRIMEIRO DE MAIO ;170;CENTRO;9402510;48275837;48276939;;RIBEIRAO PIRES;;;RIBEIRAO PIRES;SP;11;NULL;RUA
0;ANA MARIA CAMPOS DE OLIVEIRA ESCOLA MUNICIPAL;SAO ROQUE;MUNICIPAL;;RUA JOAQUIM SOARES RODRIGUES;150;PORTAO VERMELHO;6730000;41593456;NULL;;VARGEM GRANDE PAULISTA;;;VARGEM GRANDE PAULISTA;SP;11;EMANAMARIA2006@GMAIL.COM;RUA
0;CAETANA SPINELLI MARTINS EMEI;RIBEIRAO PRETO;MUNICIPAL;;GUILHERME BERTOLUCCI ;255;SOLAR BOA VISTA;14030630;39190124;NULL;;RIBEIRAO PRETO;;;RIBEIRAO PRETO;SP;16;NULL;RUA
0;BARIGUI CRECHE;SAO VICENTE;MUNICIPAL;;AVENIDA ANTONIO HUMBERTO TORTORA;2231;BARIGUI;11730000;35063932;NULL;;MONGAGUA;;;MONGAGUA;SP;13;BARIGUICRECHE@MONGAGUA.SP.GOV.BR;AVENIDA
0;MAURILIO BIAGI EMEIEF;SERTAOZINHO;MUNICIPAL;;RUA JOAO DOS REIS;SN;CENTRO;14180000;39531636;NULL;;PONTAL;;;PONTAL;SP;16;MAURILIOBIAGI@HOTMAIL.COM;RUA
0;CAEME SEVERINO PAIXAO DA SILVA;SERTAOZINHO;MUNICIPAL;;RUA MACHADO DE ASSIS;405;JARDIM PAULISTA;14860000;39431867;NULL;;BARRINHA;;;BARRINHA;SP;16;E288780M@GMAIL.COM;RUA
0;JOSE DE OLIVEIRA PREFEITO EMEFEI ;JUNDIAI;MUNICIPAL;;RUA MAIRINQUE;715;RESIDENCIAL PACAEMBU I;13295000;44965058;44965295;;ITUPEVA;;;ITUPEVA;SP;11;EMEF.PACAEMBU@ITELEFONICA.COM.BR;AVENIDA
36;ASSENTAMENTO LAUDENOR DE SOUZA EMEI;MIRANTE DO PARANAPANEMA;MUNICIPAL;;ASSENTAMENTO SANTA ZELIA ;SN;SANTA ZELIA;19280000;32824370;NULL;;TEODORO SAMPAIO;;;TEODORO SAMPAIO;SP;18;ADEMARZAMBRINI@UOL.COM.BR;RUA
36;ASSENTAMENTO SANTA ZELIA EMEI;MIRANTE DO PARANAPANEMA;MUNICIPAL;;ASSENTAMENTO SANTA ZELIA;SN;SANTA ZELIA;19280000;32824370;NULL;;TEODORO SAMPAIO;;;TEODORO SAMPAIO;SP;18;ADEMARZAMBRINI@UOL.COM.BR;RUA
0;ABILIO SECUNDINO LEITE EMEF;SUZANO;MUNICIPAL;;VEREADOR ;99;JARDIM TV;8532200;46753434;46783288;;FERRAZ DE VASCONCELOS;;;FERRAZ DE VASCONCELOS;SP;11;EMEFABILIOSECUNDINOLEITE@BOL.COM.BR;RUA
0;SARA TINEUE EMEF;SUZANO;MUNICIPAL;;RUA DAVID ROGATIS;310;PARQUE DOURADO;8527140;46753255;46781856;;FERRAZ DE VASCONCELOS;;;FERRAZ DE VASCONCELOS;SP;11;EMEFSARATINEUE@GMAIL.COM;RUA
0;RUY COELHO PROF EMEF;SUZANO;MUNICIPAL;;JULIO MESQUITA FILHO ;SN;JARDIM SAN GIOVANI;8500270;46753288;46783588;;FERRAZ DE VASCONCELOS;;;FERRAZ DE VASCONCELOS;SP;11;EMEFRUYCOELHO@GMAIL.COM ;RUA
0;PEDRO FACCHINI COMENDADOR EM;MOGI MIRIM;MUNICIPAL;;RUA JABOTICABAL ;80;FRANCOS ;13940000;38241970;38244411;;AGUAS DE LINDOIA;;;AGUAS DE LINDOIA;SP;19;FACCHINI1970@GMAIL.COM;RUA
0;MARIA VIRGINIA MATARAZZO IPPOLITO EMEB;RIBEIRAO PRETO;MUNICIPAL;;RUA VICTORIO MOLEZINI ;32;JOAO BERBEL II;14140000;39517660;39517687;;CRAVINHOS;;;CRAVINHOS;SP;16;EMEBMARIAVIRGINIA@CRAVINHOS.SP.GOV.BR;RUA
0;APARECIDA DO CARMO MASCHIETTO ESCOLA MUNICIPAL;CAPIVARI;MUNICIPAL;; RUA SAO JOSE;305;CARDEAL;13350000;38211456;NULL;;CARDEAL;;;ELIAS FAUSTO;SP;19;NULL;AVENIDA
0;ROBERVAL LUIZ MENDES DA SILVA VEREADOR CEMEB;ITAPEVI;MUNICIPAL;;RUA LUIZA PRESSOTTI TASSO  ;33;PARQUE MIRAFLORES;6683260;41444212;NULL;;ITAPEVI;;;ITAPEVI;SP;11;ELIZAORIBEIRO@GMAIL.COM;RUA
0;SILVIO DE MELO PROF ESCOLA MUNICIPAL;SAO JOSE DO RIO PRETO;MUNICIPAL;;PROMISSAO ;SN;ELDORADO;15043430;32372008;NULL;;SAO JOSE DO RIO PRETO;;;SAO JOSE DO RIO PRETO;SP;17;NULL;AVENIDA
0;CEMEB DIMARAES ANTONIO SANDEI;ITAPEVI;MUNICIPAL;;PIRACICABA ;276;JARDIM PORTELA;6695190;41434638;NULL;;ITAPEVI;;;ITAPEVI;SP;11;DIMARAES.ITAPEVI@GMAIL.COM;RUA
0;JOSE LUIZ GOMES CARNEIRO ESCOLA MUNICIPAL;CAPIVARI;MUNICIPAL;;RUA 10;SN;JARDIM MOREIRA;13190000;38792806;NULL;;MONTE MOR;;;MONTE MOR;SP;19;EMJOSELUIZ@LIVE.COM;RUA
0;LEOPOLDO PAVIOTTI ESCOLA MUNICIPAL;CAPIVARI;MUNICIPAL;;RUA PROFESSOR JOSE FERNANDO BACCAN;610;JARDIM SAO DOMINGOS;13190000;38792277;38792808;;MONTE MOR;;;MONTE MOR;SP;19;EMLEOPOLDOPAVIOTTI@YAHOO.COM.BR;RUA
0;MARIA TONIN ESCOLA MUNICIPAL;CAPIVARI;MUNICIPAL;;RUA ARVIDO PLEPIS ;501;JARDIM PANORAMA;13190000;38792802;NULL;;MONTE MOR;;;MONTE MOR;SP;19;EMMARIATONIN@YAHOO.COM.BR;RUA
0;ALZIRA CORREA MIRAS PROFA EMEIF;PRESIDENTE PRUDENTE;MUNICIPAL;;RUA PEDRO DE TOLEDO;438;VILA SANTA ROSA;19200000;32692468;NULL;;PIRAPOZINHO;;;PIRAPOZINHO;SP;18;ESCOLAALZIRA@PIRAPOZINHO.SP.GOV.BR;RUA
0;CELESTINO MARTINS PADOVAN PROF EMEIF;PRESIDENTE PRUDENTE;MUNICIPAL;;RUA OSCAR TOLEDO CEZAR;277;VILA SOLER;19200000;32691328;NULL;;PIRAPOZINHO;;;PIRAPOZINHO;SP;18;EMEIFCELESTINOMARTINSPADOVAN@GMAIL.COM;RUA
0;GERALDO SALIM JORGE PROF EMEIF;PRESIDENTE PRUDENTE;MUNICIPAL;;RUA  AMERICO TENDOLO;228;JARDIM BELA VISTA;19200000;32692149;32692818;;PIRAPOZINHO;;;PIRAPOZINHO;SP;18;EMEIFGERALDOSALIM@HOTMAIL.COM;RUA
0;MARIA JOSE DE OLIVEIRA PROFESSORA EMEF;CATANDUVA;MUNICIPAL;;RUA SANTOS FONSECA ;973;CENTRO;14960000;35421282;35422492;;NOVO HORIZONTE;;;NOVO HORIZONTE;SP;17;EMEFM@HOTMAIL.COM;RUA
0;MOACYR DE FREITAS PROFESSOR EMEF;CATANDUVA;MUNICIPAL;;RUA TAPUIAS;743;JARDIM SAO VICENTE DE PAULO;14960000;35423546;35423952;;NOVO HORIZONTE;;;NOVO HORIZONTE;SP;17;EMEF.MOACYR@YAHOO.COM.BR;RUA
0;MANOEL DE ALVARENGA FREIRE JUNIOR EMEI;LESTE 3;MUNICIPAL;;ELSA MORANTE ;58;JARDIM SAO FRANCISCO;8390324;27519954;27530830;;SAO RAFAEL;;;SAO PAULO;SP;11;NULL;RUA
0;AMELIA MARANGONI CHEDE NUCLEO DE EDUCACAO INFANTIL MUNICIPAL;SANTOS;MUNICIPAL;;RUA NOVE;SN;AREIAO;11462470;33511783;NULL;;GUARUJA;;;GUARUJA;SP;13;NULL;TRAVESSA SANTA TEREZINHA 
0;LAZARA ANTONINHA DA SILVA MILHORANCA PROFESSORA EMEF;CATANDUVA;MUNICIPAL;;CORUMBA ;420;JARDIM SALLES;15804345;35232644;NULL;;CATANDUVA;;;CATANDUVA;SP;17;LAZARA.DIRECAO@CATANDUVA.SP.GOV.BR ;RUA
0;MARIO JULIANO POZETTI PROFESSOR EMEF;CATANDUVA;MUNICIPAL;;VIANOPOLIS ;385;CONJUNTO HABITACIONAL DONA JULIA B CAPARROZ;15807060;35211221;NULL;;CATANDUVA;;;CATANDUVA;SP;17;POZETTI.SECRETARIA@CATANDUVA.SP.GOV.BR;RUA
0;GASTAO SILVEIRA PROFESSOR EMEF;CATANDUVA;MUNICIPAL;;LOURENCO BETTI ;277;CONJUNTO POLO COMERCIAL E INDUSTRIAL GIORDANO MEST;15803275;35220605;NULL;;CATANDUVA;;;CATANDUVA;SP;17;GASTAO.ANGELA@CATANDUVA.SP.GOV.BR;RUA
0;MARIA APARECIDA COLTURATO FERNANDES PROFESSORA EMEF;CATANDUVA;MUNICIPAL;;GERALDO ZIRONDI ;155;JARDIM RESIDENCIAL DIOLFEN MARTANI;15802285;35212010;35232424;;CATANDUVA;;;CATANDUVA;SP;17;COLTURATO.DIRECAO@CATANDUVA.SP.GOV.BR;RUA
0;ARMANDO PRANDI DOUTOR EMEF;CATANDUVA;MUNICIPAL;;NOVAIS ;1225;JARDIM SOTO;15810170;35211977;35231820;;CATANDUVA;;;CATANDUVA;SP;17;ARMANDOPRANDI.RITA@CATANDUVA.SP.GOV.BR;AVENIDA
0;JOSE PEDRO DA MOTTA CORONEL EMEF;CATANDUVA;MUNICIPAL;;JACANA ;215;JARDIM IMPERIAL;15813110;35231845;NULL;;CATANDUVA;;;CATANDUVA;SP;17;PMOTTA.DIRECAO@CATANDUVA.SP.GOV.BR;RUA
0;OCTACILIO DE OLIVEIRA RAMOS EMEF ;CATANDUVA;MUNICIPAL;;RIO GRANDE DO SUL ;348;HIGIENOPOLIS;15804040;35222178;NULL;;CATANDUVA;;;CATANDUVA;SP;17;OCTACILIO.SECRETARIA@CATANDUVA.SP.GOV.BR;RUA
0;SANTOS AGUIAR PROFESSOR EMEF;CATANDUVA;MUNICIPAL;;JOAO DA BOA VISTA SAO;110;JARDIM AMENDOLA;15801010;35224328;NULL;;CATANDUVA;;;CATANDUVA;SP;17;SANTOSAGUIAR.SECRETARIA@CATANDUVA.SP.GOV.BR;RUA
0;JOSE D OLIVEIRA BARRETO PROFESSOR EMEF;CATANDUVA;MUNICIPAL;;BIRIGUI ;238;JARDIM GLORIA;15806340;35223203;NULL;;CATANDUVA;;;CATANDUVA;SP;17;OLIVEIRA.DIRECAO@CATANDUVA.SP.GOV.BR;RUA
0;SEGUNDO LORENZETTI EMEF;ITU;MUNICIPAL;;MARECHAL RONDON KM 114;SN;TRES VENDAS;13312000;40221717;NULL;;ITU;;;ITU;SP;11;EMEF2LORENZETTI@GMAIL.COM;RODOVIA
0;CAMPING SANTA FE EMEFEI;ITU;MUNICIPAL;;TAQUARAL;SN;BAIRRO  TAQUARAL;13300003;40262002;NULL;;ITU;;;ITU;SP;11;EMEFEICAMPINGSANTAFE@HOTMAIL.COM;KM 19
0;FAZENDA CURUMIM EMEFEI;ITU;MUNICIPAL;;RODOVIA CASTELO BRANCO ;SN;CITY CASTELLO;13308700;40253853;NULL;;ITU;;;ITU;SP;11;EMEFEIROTARYITU@GMAIL.COM;KM 74
0;EM DIONES PITA RIBEIRO;SUZANO;MUNICIPAL;;RUA PEDRO FELIPE REIS DO NASCIMENTO;185;JARDIM MAITE;8616590;47478613;NULL;;SUZANO;;;SUZANO;SP;11;EMDIONES@GMAIL.COM;RUA
0;JARDIM SAO JOSE EM;SUZANO;MUNICIPAL;;JOSE GONCALVES CAPELLA ;26;JARDIM SAO JOSE;8695150;47526441;NULL;;SUZANO;;;SUZANO;SP;11;EMEIJARDIMSAOJOSE@HOTMAIL.COM;RUA
0;VICTOR SALVIANO EM;SUZANO;MUNICIPAL;;RUA MARIO BOCHETTI;385;CIDADE MIGUEL BADRA;8690265;47528039;NULL;;SUZANO;;;SUZANO;SP;11;EMEFVICTORSALVIANO@SUZANO.SP.GOV.BR;RUA
0;MARLI DE FATIMA ALVES PROFESSORA CEMEI;SAO CARLOS;MUNICIPAL;;BENTO DA SILVA CEZAR ;101;JARDIM SANTA MARIA II;13568460;33071400;33740808;;SAO CARLOS;;;SAO CARLOS;SP;16;CEMEI.MARLI.ALVES@GMAIL.COM;RUA
0;DAMASIO FERREIRA DOS SANTOS PROF EM;SUZANO;MUNICIPAL;;MARIA EDVAN DE OLIVEIRA INACIO ;175;VILA SOL NASCENTE;8676310;47462944;NULL;;SUZANO;;;SUZANO;SP;11;NULL;RUA
0;CHACARA DUCHEN EM;SUZANO;MUNICIPAL;;ESTRADA DAS VARINHAS;15;IPELANDIA;8620100;47426679;NULL;;SUZANO;;;SUZANO;SP;11;CHACARADUCHEN@HOTMAIL.COM;ESTRADA
0;SERGIO SIMAO EM;SUZANO;MUNICIPAL;;ROBERTO FERREIRA RIBAS ;101;JARDIM EUROPA;8696065;47523858;NULL;;SUZANO;;;SUZANO;SP;11;SERGIOSIMAOSUZANO@GMAIL.COM;RUA
0;MARCIO JOAO DE ARRUDA EMEFEI;ITU;MUNICIPAL;;LOTEAMENTO TERRAS DE SANTA MARIA;SN;APOTREBU;13300003;40262393;NULL;;ITU;;;ITU;SP;11;EMEFEIMARCIOJOAO@GMAIL.COM;RUA
0;ANTONIO DE PAULA LEITE NETTO DEPUTADO EMEF ;ITU;MUNICIPAL;;ROMAO BRUNI ;87;PARQUE DAS INDUSTRIAS;13309664;40240849;NULL;;ITU;;;ITU;SP;11;EMEFDEP@GMAIL.COM;RUA
0;APARECIDA BEATRIZ CRISTOFELETTI PIONTI PROFA EMEF;ITU;MUNICIPAL;;ANTONIO JOAQUIM LEME ;15;VILA PRUDENTE DE MORAES;13306200;40250169;NULL;;ITU;;;ITU;SP;11;EMEFBEATRIZITU@HOTMAIL.COM;RUA
0;CONVENCAO DE ITU EMEF;ITU;MUNICIPAL;;PRACA CONDE DE PARNAIBA;SN;CENTRO;13300143;40135083;40235948;;ITU;;;ITU;SP;11;EMEFCONVENCAODEITU@GMAIL.COM;PRACA
0;FIRMINO OCTAVIO DO ESPIRITO SANTO JUNIOR PROF EMEF;ITU;MUNICIPAL;;CUSTODIO PINTO SAMPAIO NETO DOUTOR;SN;JARDIM CORAZZA;13301250;40233064;NULL;;ITU;;;ITU;SP;11;EMEF.FIRMINO@GMAIL.COM;RUA
0;CID ROCHA PROF EMEF;ITU;MUNICIPAL;;HENRIQUE MORETTO ;64;JARDIM AEROPORTO I;13304560;40254084;NULL;;ITU;;;ITU;SP;11;EMEFCIDROCHA@HOTMAIL.COM;RUA
0;AGNES RONDON RIBEIRO PROFA EM;JALES;MUNICIPAL;;AVENIDA NAVARRO DE ANDRADE;1104;CENTRO;15775000;36311724;36316204;;SANTA FE DO SUL;;;SANTA FE DO SUL;SP;17;EMARR@SANTAFEDOSUL.SP.GOV.BR;RUA
0;OLGA BENARIO PRESTES EMEF;ITU;MUNICIPAL;;PRIMAVERA ;126;PROGRESSO;13313500;40232199;40235951;;ITU;;;ITU;SP;11;OLGABENARIO.EMEF@GMAIL.COM;AVENIDA
0;PADRE BENTO EMEF;ITU;MUNICIPAL;;RUA PADRE BENTO ;609;PADRE BENTO;13313010;40230530;40235965;;ITU;;;ITU;SP;11;EMEFPADREBENTO@HOTMAIL.COM;RUA
0;THEREZA SIQUEIRA MENDES PROFA EM;JALES;MUNICIPAL;;RUA DEZOITO;795;CENTRO;15775000;36311723;36316152;;SANTA FE DO SUL;;;SANTA FE DO SUL;SP;17;EMTSM@SANTAFEDOSUL.SP.GOV.BR;RUA
0;MARIA CRISTINA CASTANHO MENDES PEREIRA PROFA EMEF;ITU;MUNICIPAL;;MIGUEL TRIPOLI GLIORIO ;40;NUCLEO HABITACIONAL SAO JUDAS TADEU;13304776;40249417;40253112;;ITU;;;ITU;SP;11;EMEFMARIACRISTINA@YAHOO.COM.BR;RUA
0;MARILZE CALIL PROFA EMEF;ITU;MUNICIPAL;;VALINHOS ;SN;CIDADE NOVA I;13308101;40191294;40197110;;ITU;;;ITU;SP;11;EMEFMARILZECALIL.SP@GMAIL.COM;RUA
0;MAURILIO DE OLIVEIRA PROF EMEF;RIBEIRAO PRETO;MUNICIPAL;;RUA EFREM TESTA;39;CJTO HABITACIONAL DELDUQUE RIBEIRO GARCIA;14270000;39542977;39542983;;SANTA ROSA DE VITERBO;;;SANTA ROSA DE VITERBO;SP;16;ESCOLAMAURILIO@SANTAROSA.SP.GOV.BR;RUA
0;DILMA CAZOTO NASCIMENTO ESCOLA MUNICIPAL;SAO ROQUE;MUNICIPAL;;AVENIDA FERNANDO DE NORONHA;154;JARDIM MARGARIDA;6730000;41582986;41591525;;VARGEM GRANDE PAULISTA;;;VARGEM GRANDE PAULISTA;SP;11;ESCOLADILMACAZOTO@GMAIL.COM;RUA
0;GRACINA MARIA DA CONCEICAO PROFA EMEI;GUARATINGUETA;MUNICIPAL;;RODOVIA DOS TROPEIROS, KM 284;SN;FAZENDA HARAS GUANABARA;12870000;31151138;NULL;;ARAPEI;;;ARAPEI;SP;12;NULL;PRACA
0;CARMO EURIPEDES BARRETO DA COSTA CEMEI TEMPO INTEGRAL;RIBEIRAO PRETO;MUNICIPAL;;RUA ANTONIO FABBRI;SN;CENTRO;14340000;36649150;36649161;;BRODOSQUI;;;BRODOWSKI;SP;16;EDUCACAO@BRODOWSKI.SP.GOV.BR;RUA
0;JERONYMA IGNACIA DE JESUS ESTECA DNA JEROMA BERCARIO MUN;RIBEIRAO PRETO;MUNICIPAL;;RUA SEBASTIAO THEODORO FERREIRA;39;JARDIM EVANGELINA;14200000;39849084;NULL;;SAO SIMAO;;;SAO SIMAO;SP;16;EDUCACAO@SAOSIMAO.SP.GOV.BR;RUA
0;JOAQUIM MONTEIRO DA SILVA PROFESSOR EMEF;GUARATINGUETA;MUNICIPAL;;RUA MANOEL RODRIGUES FONTES;87;VILA CARMEM;12630000;31014302;31033904;;CACHOEIRA PAULISTA;;;CACHOEIRA PAULISTA;SP;12;E289930A@GMAIL.COM;RUA
0;LIGIA VIEIRA DE CAMARGO DEL FIOL PROFA EMEF;ITAPETININGA;MUNICIPAL;;JOSE TAVARES ;415;VILA ANGELICA;18280190;32511015;NULL;;TATUI;;;TATUI;SP;15;EMEFLFIO@TATUI.SP.GOV.BR;RUA
0;BEATRIZ FADIN DA SILVA EM;SUMARE;MUNICIPAL;;JOAO LEME DA SILVA ;333;PARQUE BOM RETIRO;13142192;38842451;NULL;;PAULINIA;;;PAULINIA;SP;19;CRECHE-BEATRIZ@PAULINIA.SP.GOV.BR;RUA
0;SARAH DE CAMPOS VIEIRA DOS SANTOS PROFA EMEF;ITAPETININGA;MUNICIPAL;;SETE DE MAIO ;828;CENTRO;18275050;32515848;32519066;;TATUI;;;TATUI;SP;15;EMEFSSANTOS@TATUI.SP.GOV.BR;RUA
0;JOAO DE BARRO COLEGIO MUNICIPAL;ITAPEVI;MUNICIPAL;;VENUS ;653;CHACARA DO SOLAR II (FAZENDINHA);6531025;47051325;47051765;;SANTANA DE PARNAIBA;;;SANTANA DE PARNAIBA;SP;11;SME.JOAODEBARRO@EDU.SANTANADEPARNAIBA.SP.GOV.BR;RUA
0;IDALINA CALDEIRA DE SOUZA PEREIRA CEI;CAMPINAS OESTE;MUNICIPAL;;HORTA LISBOA PROFESSOR;205;CONJUNTO HABITACIONAL PARQUE DA FLORESTA;13058101;32615402;32615999;;CAMPINAS OESTE;;;CAMPINAS;SP;19;CEMEI.IDALINA@CAMPINAS.SP.GOV.BR;RUA
0;MARIA SYLVIA TRALDI DE MARCO PROFA EMEF;SAO CARLOS;MUNICIPAL;;RUA RICARDO CARANDINA ;70;RESIDENCIAL MORUMBI;13690000;35835844;35837866;;DESCALVADO;;;DESCALVADO;SP;19;EMEFMSTM@YAHOO.COM.BR;NULL
44;CASTELO NOVO CENTRO EDUCACIONAL E RECREATIVO CER;SAO VICENTE;MUNICIPAL;;CASTELO NOVO ;215;VILA MARGARIDA;11330600;34648252;NULL;;SAO VICENTE;;;SAO VICENTE;SP;13;CECOFCASTELONOVO@GMAIL.COM;RUA
44;PARQUE SAO VICENTE CENTRO EDUCACIONAL E RECREATIVO CER;SAO VICENTE;MUNICIPAL;;MACHADO DE ASSIS ;85;PARQUE SAO VICENTE;11365010;34646965;NULL;;SAO VICENTE;;;SAO VICENTE;SP;13;CECOFPARQUESAOVICENTE1@GMAIL.COM;RUA
44;JOQUEI CLUBE CENTRO EDUCACIONAL E RECREATIVO CER;SAO VICENTE;MUNICIPAL;;ANADIR DIAS DE CARVALHO ;438;VILA JOCKEI CLUBE;11360400;34630226;NULL;;SAO VICENTE;;;SAO VICENTE;SP;13;CECOFJOQUEICLUBE@GMAIL.COM;RUA
